epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
201,26063.5,0.48719,0.91088,0.99716,0.32506,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,26141.5,0.48986,0.91128,0.99737,0.32273,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,26218.2,0.4803,0.91189,0.99737,0.32088,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,26294.7,0.49452,0.91331,0.99716,0.31799,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,26372.6,0.46866,0.91412,0.99716,0.31527,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,26450.8,0.4771,0.91614,0.99716,0.31384,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,26527.6,0.47084,0.91594,0.99716,0.31379,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,26605.1,0.4652,0.91635,0.99716,0.30759,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,26681.2,0.45921,0.91736,0.99716,0.30556,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,26759.2,0.47697,0.91857,0.99716,0.30506,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,26838.6,0.44419,0.91938,0.99716,0.30163,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,26916.2,0.46524,0.91959,0.99716,0.30049,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,26994.1,0.43469,0.9204,0.99716,0.2981,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,27071.6,0.44237,0.92121,0.99716,0.29893,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,27149.2,0.44585,0.92263,0.99716,0.29704,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,27226.7,0.42771,0.92242,0.99716,0.29392,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,27303.2,0.42761,0.92364,0.99716,0.29234,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,27379.6,0.43105,0.92445,0.99716,0.2909,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,27457.1,0.41707,0.92485,0.99716,0.29271,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,27533.9,0.43337,0.92526,0.99777,0.28678,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,27611.8,0.4103,0.92688,0.99777,0.28399,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,27689.5,0.41592,0.92749,0.99777,0.28183,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,27766.2,0.41256,0.92688,0.99797,0.27972,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,27843.1,0.40396,0.92708,0.99797,0.27872,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,27925.9,0.4041,0.92769,0.99797,0.27938,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,28012,0.42072,0.92809,0.99797,0.27806,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,28091.1,0.39829,0.9283,0.99777,0.27474,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,28167.7,0.3899,0.92951,0.99757,0.27247,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,28244.3,0.39161,0.92951,0.99777,0.27228,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,28320.5,0.39545,0.93012,0.99757,0.26979,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,28399,0.3874,0.93113,0.99757,0.26809,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,28475.2,0.38668,0.93133,0.99757,0.26862,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,28551,0.37098,0.93154,0.99757,0.26615,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,28627.4,0.36416,0.93214,0.99757,0.26465,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,28704.6,0.37458,0.93255,0.99757,0.26192,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,28781.3,0.3625,0.93235,0.99737,0.26107,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,28856.7,0.35257,0.93275,0.99737,0.26094,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,28932.7,0.35594,0.93275,0.99737,0.26083,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,29008.9,0.34187,0.93336,0.99737,0.26068,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,29085.1,0.35195,0.93377,0.99716,0.25819,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,29160.9,0.35172,0.93498,0.99716,0.2567,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,29236.6,0.34525,0.93518,0.99716,0.25572,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,29313,0.3451,0.93539,0.99716,0.25492,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,29389.7,0.33505,0.93559,0.99716,0.255,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,29474.3,0.34033,0.9362,0.99716,0.25241,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,29559.9,0.32473,0.9364,0.99716,0.25633,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,29643,0.33519,0.93721,0.99696,0.25125,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,29722.1,0.32573,0.93701,0.99676,0.25257,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,29800.5,0.32906,0.93721,0.99696,0.25137,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,29881.7,0.3194,0.93761,0.99676,0.24995,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,30028,0.31513,0.93761,0.99676,0.24794,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,30110.1,0.31032,0.93782,0.99656,0.24936,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,30231.1,0.30952,0.93802,0.99656,0.24966,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,30313.3,0.30614,0.93822,0.99656,0.24929,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,30391,0.30339,0.93822,0.99656,0.24627,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,30468.8,0.29938,0.93842,0.99676,0.24612,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,30546.2,0.29526,0.93842,0.99676,0.24628,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,30623.9,0.29353,0.93883,0.99676,0.24501,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,30701.2,0.2943,0.93944,0.99676,0.24547,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,30778.7,0.28823,0.93944,0.99676,0.24417,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,30856.4,0.2808,0.93964,0.99676,0.24446,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,30935.8,0.27267,0.93944,0.99676,0.24232,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,31013.6,0.27583,0.93984,0.99676,0.24377,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,31090.9,0.26254,0.93964,0.99676,0.2425,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,31167.9,0.27016,0.93984,0.99676,0.24224,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,31245.1,0.26369,0.94004,0.99676,0.24491,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,31328.4,0.2649,0.94025,0.99676,0.2434,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,31403.6,0.25587,0.94065,0.99676,0.2418,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,31478.3,0.25216,0.94045,0.99676,0.24363,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,31553,0.26007,0.94065,0.99676,0.24503,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,31632.1,0.25103,0.94085,0.99676,0.2429,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,31710.5,0.24955,0.94065,0.99656,0.24263,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,31785,0.24836,0.94085,0.99656,0.24425,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,31859.4,0.24531,0.94065,0.99656,0.24058,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,31939.2,0.2394,0.94065,0.99656,0.24225,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,32017.7,0.23117,0.94085,0.99656,0.24167,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,32107.3,0.23431,0.94085,0.99635,0.24757,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,32195.2,0.21479,0.94085,0.99635,0.24232,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,32280,0.22872,0.94085,0.99635,0.24186,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,32363.9,0.23301,0.94085,0.99635,0.24455,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,32452.7,0.23124,0.94126,0.99635,0.24113,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,32540.4,0.22105,0.94166,0.99635,0.24444,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,32633.9,0.21413,0.94126,0.99635,0.24294,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,32726.6,0.21174,0.94126,0.99635,0.24345,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,32814.7,0.20758,0.94126,0.99656,0.24336,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,32914.4,0.20635,0.94146,0.99696,0.24262,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,33003.1,0.20739,0.94207,0.99696,0.24359,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,33080.6,0.21613,0.94126,0.99696,0.24317,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,33157.4,0.20605,0.94146,0.99696,0.24273,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,33236,0.19873,0.94126,0.99696,0.24408,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,33321.6,0.20056,0.94166,0.99696,0.24291,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,33408.2,0.18998,0.94166,0.99696,0.24357,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,33488.8,0.19663,0.94166,0.99696,0.24656,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,33567,0.18597,0.94146,0.99696,0.24497,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,33649.5,0.19388,0.94187,0.99696,0.24497,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,33734.5,0.17908,0.94227,0.99696,0.24814,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,33823.7,0.18266,0.94207,0.99696,0.24504,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,33908.2,0.18607,0.94166,0.99696,0.24505,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,33986.8,0.18695,0.94166,0.99696,0.24659,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,34062.7,0.1762,0.94166,0.99696,0.24726,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
